Link,Username,Content
https://twitter.com/miyashin_prg/status/1616058618222370820,miyashin_prg,"衝撃！ハーバード大学のPythonの講義が無料で公開されている😲しかも日本語字幕付き！Hello Worldから始まるから初心者も安心☺激アツ過ぎて食べてたアイスが見事に全部溶けた🍦
https://t.co/x774ImIQIW https://t.co/ca6K1SaNiJ"
https://twitter.com/tortondo/status/1614597136787595265,tortondo,"Policías intentando salir del barro frente a un tipo disfrazado de fraile medieval.
El mejor sketch de los Monty Python desde que se separaron.
https://t.co/mNvFTdADHG"
https://twitter.com/ChrisStaud/status/1614536075862765569,ChrisStaud,"Learn For Free in 2023:

1. Python
https://t.co/aehB8x0SaI

2. JavaScript
https://t.co/vQS3Nzs76s

3. SQL 
https://t.co/1caRYo5c7H

4. Git
https://t.co/pANkSBcJxK

5. DevOps
https://t.co/hjwe7aj7Xf

{ More 👇🧵 } :"
https://twitter.com/gunsnrosesgirl3/status/1612100295189733377,gunsnrosesgirl3,"The way this ball python looks like a banana 🍌 
 https://t.co/xdUt6K2a2R"
https://twitter.com/svpino/status/1610758900541685761,svpino,"I just gave ChatGPT 200+ lines of JavaScript code and asked it to translate the code into Python. The code parses text using regular expressions. It was complex.

2 minutes later and I had Python code that worked flawlessly.

This thing just saved me a couple of days of work."
https://twitter.com/developer_quant/status/1609032011255255042,developer_quant,"ハーバード大学のコンピューターサイエンス入門講義は日本語版が無料公開されている
https://t.co/oBzdp6zFbq
・講義動画は日本語字幕付き
・講義ノートも日本語訳あり

・C言語
・配列
・アルゴリズム
・メモリ
・データ構造
・Python
・SQL
・HTML, CSS, JavaScript
・Flask
・サイバーセキュリティ https://t.co/eNVFRZdmgv"
https://twitter.com/souljacker/status/1608487486010843136,souljacker,"@brasilpodcastbr Amigo:

1 - isso não é código de fonte das urnas, isso tá em python, as urnas são desenvolvidas em C
2 - você escreveu código inválido, claramente não tem ideia do que está fazendo
3 - o código que vai nas urnas é compilado
4 - CHARLATÃO"
https://twitter.com/JohnCleese/status/1607771790092423168,JohnCleese,Can anyone ( including BBC employees ) tell me why the BBC has not shown Monty Python for a couple of decades ?
https://twitter.com/SamTwits/status/1605402803098292224,SamTwits,For anyone wondering why @elonmusk loves Monty Python. Just 40 years ahead of their time! 😉 https://t.co/qge5Jj5sch
https://twitter.com/endingwithali/status/1599951937503657986,endingwithali,"“Wednesday”‘s Jenna Ortega reveals in an interview to Vogue that her favorite programming language is Python.

“I really enjoy writing Python.. It a lot easier than JavaScript - I love how readable it is. It’s so robust.” https://t.co/vfladGFoEw"
https://twitter.com/Hiata_Arts/status/1598306778907017216,Hiata_Arts,"blenderのpythonで100m四方の空間にランダムに1000個の立方体を出現させるプログラムを書いてみて
って言ったら書きやがった、、、、、 https://t.co/IV00KOWBET"
https://twitter.com/goodside/status/1598129631609380864,goodside,"OpenAI's new ChatGPT explains the worst-case time complexity of the bubble sort algorithm, with Python code examples, in the style of a fast-talkin' wise guy from a 1940's gangster movie: https://t.co/MjkQ5OAIlZ"
https://twitter.com/Mweaver620/status/1593400171056037889,Mweaver620,@a_patil @kyliebytes Twitter has gone full Monty Python https://t.co/0SaUejzAbQ
https://twitter.com/kareem_carr/status/1593271269570609152,kareem_carr,"no data scientist has mastered all 5: 
1. R 
2. Python
3. javascript
4. making eye contact
5. Microsoft Excel"
https://twitter.com/jwt_jack/status/1592762479343726598,jwt_jack,"@astraltealeaves @OTerrifying Probably like the 50th time a python came at its ass and did nothing, chicken just chills now"
https://twitter.com/OTerrifying/status/1592756862159843329,OTerrifying,Python trap using live chicken https://t.co/pM5fP5J36G
https://twitter.com/DanielBlancoSWE/status/1592503426579144710,DanielBlancoSWE,"✨ Seis certificaciones GRATUITAS para añadir a tu CV ✨

🧵 De la mano de empresas TOP como Google, Cisco y IBM! Fundamentos de la programación, Python, Machine Learning, DevOps."
https://twitter.com/KhakiBlueSocks/status/1592390460013961216,KhakiBlueSocks,"@historyinmemes Steve: This one is a python he won't bite. 

Python: https://t.co/xnUaWXHsOt"
https://twitter.com/pilatesdev/status/1588907932401692673,pilatesdev,"British Python devs be like
“oy thats a constructor, __init__”"
https://twitter.com/LorenzoTheCat/status/1588308072572669953,LorenzoTheCat,Asian leopard. Its markings look like a python. https://t.co/Kxr8c1W8mG
https://twitter.com/elonmusk/status/1587629049635110912,elonmusk,Totally stole idea of charging for insults &amp; arguments from Monty Python tbh https://t.co/oFKRyp3BS7
https://twitter.com/HelloCullen/status/1587479460139311105,HelloCullen,"cant imagine how good it felt for my dad when he showed me monty python and the holy grail and the animated guys playing the trumpets with their butts popped up and i started crying laughing

i really came through for him in that moment. probably felt like a million cocaines"
https://twitter.com/NikkiSiapno/status/1586297242901684225,NikkiSiapno,"If you want to master Python, watch these YouTube videos:"
https://twitter.com/onhoodlum/status/1585088782642003968,onhoodlum,BREAKING: A missing grandma’s body was found inside a python swallowed whole 😳‼️ https://t.co/45kiqRslOF
https://twitter.com/DailyLoud/status/1585059660415270912,DailyLoud,Missing grandmother’s body was found in a monster python that swallowed her whole‼️😳 https://t.co/7zW0BjPmCx
https://twitter.com/Youridefou/status/1585030372760309760,Youridefou,"En Indonésie, une femme qui se rendait dans la forêt pour ramasser du caoutchouc a été attaquée par un python de 6 mètres.

La femme a été retrouvée dans l'estomac du serpent après après 2 jours de recherches?-. https://t.co/QFEmN08x6E"
https://twitter.com/marktenenholtz/status/1584927749168250881,marktenenholtz,"Python 3.11 is out! 🎉

This is one of the most exciting releases in a while, including significant speed upgrades and better error messages.

Here's what's new:"
https://twitter.com/ChrisStaud/status/1584430472876040192,ChrisStaud,"Learning Python and SQL is one of the best ways to land a job in Data Science. 

Here's how to do it for free in 4 simple steps:"
https://twitter.com/pyquantnews/status/1583977546378805248,pyquantnews,"My PhD professors taught me MATLAB during my master's degree.

So I watched 200 YouTube videos to learn Python

96% of them were a complete waste of time.

But these 8 taught me more than all my PhD professors combined:"
https://twitter.com/ghumare64/status/1581497472043536385,ghumare64,"Don't pay a ridiculous amount of money to study Python, Linux, DevOps, MLOPs, and Data Science.

Learn with these courses from Google, IBM, Microsoft, RedHat, and Top Universities like Stanford, MIT, and Harvard for absolutely FREE: 🧵"
https://twitter.com/Sumanth_077/status/1580467270442045440,Sumanth_077,"Don't pay ridiculous amount of money to study Python, Data Science, and Machine Learning.

Learn with these courses from Google, IBM and Top Universities like Stanford, MIT, Harvard for absolutely FREE: 📌"
https://twitter.com/python_spaces/status/1579845838729510914,python_spaces,"Become a Google Certified Data Scientist by spending $0 

Free Certification Courses in Data Science using Python from Google. 

A Thread 🧵👇"
https://twitter.com/DailyLoud/status/1579321958554284033,DailyLoud,This is how you catch a 20 foot PYTHON using a live chicken 😳🐍 https://t.co/MHLQHoEVIK
https://twitter.com/battlefront_org/status/1579105462846648320,battlefront_org,Python Trap Using Live Chicken https://t.co/eNemIntkYv
https://twitter.com/developer_quant/status/1578732278062403585,developer_quant,"東工大が無料公開しているPython解説サイト
https://t.co/lbgZ0htjou

初心者の目線に合わせた丁寧な説明で、かゆいところに手が届く教材。
基本的な文法、データ構造、ファイル入出力やオブジェクト指向、NumpyとMatplotlibの使い方などをひと通り学べる。 https://t.co/XyBBslyeBa"
https://twitter.com/clcoding/status/1578192383144910848,clcoding,120 : Remove Image Background using Python https://t.co/888CDqtc68 https://t.co/14g18gzi2n
https://twitter.com/veorq/status/1576873097063321605,veorq,something good about Python https://t.co/vBz22Y5bTx
https://twitter.com/buttonslives/status/1576302894105579520,buttonslives,"This 1979 clip from Monty Python’s Life of Brian perfectly encapsulates gender ideology in 2022, when pointing out biological reality is “oppression.” https://t.co/YGHtAUqrk6"
https://twitter.com/SanthoshKumarS_/status/1576227117804969984,SanthoshKumarS_,"I learned python by spending $0 on Online 

Here are 5 Free Courses that will teach you python better than the paid ones

A thread 🧵 👇"
https://twitter.com/ujjwalscript/status/1575668339766005761,ujjwalscript,"Learning Python is one of the best ways to get into programming.

Here's how to be a Python Developer in 4 steps (with resources):"
